RESPONSE,POLARITY_PROB,POLARITY,EMOTION_PROB,EMOTION,IRONY_PROB,IRONY
"Sharing exam stress with a best friend seems like a normal thing to do, so I think most people would feel pretty okay about it. Best friends are typically trustworthy, and they can help alleviate some stress. I'd rate this statement a 0 - strongly agree.","{'NEG': 0.0064346082508563995, 'NEU': 0.09293285757303238, 'POS': 0.9006325006484985}",POS,"{'others': 0.8428561687469482, 'joy': 0.14574524760246277, 'sadness': 0.0031042906921356916, 'anger': 0.0009847339242696762, 'surprise': 0.002423639642074704, 'disgust': 0.0015766482101753354, 'fear': 0.0033091912046074867}",others,"{'not ironic': 0.9249439239501953, 'ironic': 0.07505609840154648}",not ironic
"Sharing exam stress with a friend can be helpful, but it depends on how close you are to this friend. If they're someone you trust, they might be able to offer useful advice or just listen to help you feel better. If they're not as close, they might not fully understand what you're going through.","{'NEG': 0.003993322607129812, 'NEU': 0.44305017590522766, 'POS': 0.5529564619064331}",POS,"{'others': 0.9227412939071655, 'joy': 0.05513831973075867, 'sadness': 0.010456710122525692, 'anger': 0.0009265470434911549, 'surprise': 0.0027219022158533335, 'disgust': 0.0017309293616563082, 'fear': 0.0062841554172337055}",others,"{'not ironic': 0.9567872285842896, 'ironic': 0.04321279376745224}",not ironic
"Exam stress is something many people can relate to, so sharing it with a friend who wants to help sounds suitable to me. I'd rate this statement a 0 - strongly agree.","{'NEG': 0.060992155224084854, 'NEU': 0.5411109328269958, 'POS': 0.3978968560695648}",NEU,"{'others': 0.9631108641624451, 'joy': 0.02678508870303631, 'sadness': 0.0023284039925783873, 'anger': 0.0009330894681625068, 'surprise': 0.0024367119185626507, 'disgust': 0.001689562457613647, 'fear': 0.002716164104640484}",others,"{'not ironic': 0.05492602661252022, 'ironic': 0.9450739622116089}",ironic
"Trusting a friend to handle sensitive info depends on the friendship, but generally, a friend who wants to support you emotionally would likely treat your info responsibly. I'd rate this statement a 1 - I mostly agree, since there's still some risk involved.","{'NEG': 0.006866646930575371, 'NEU': 0.5860788226127625, 'POS': 0.407054603099823}",NEU,"{'others': 0.9710092544555664, 'joy': 0.007594152353703976, 'sadness': 0.006419119890779257, 'anger': 0.0010383500484749675, 'surprise': 0.0021814110223203897, 'disgust': 0.005758670158684254, 'fear': 0.005999084562063217}",others,"{'not ironic': 0.9545367360115051, 'ironic': 0.04546332731842995}",not ironic
Your friend wanting to help with exam stress seems like a genuine reason to share that information. It's a normal part of being close to someone. I'd rate this statement a 0 - strongly agree.,"{'NEG': 0.10500286519527435, 'NEU': 0.7010368704795837, 'POS': 0.1939602643251419}",NEU,"{'others': 0.9642729759216309, 'joy': 0.02671075612306595, 'sadness': 0.0012316828360781074, 'anger': 0.000790278019849211, 'surprise': 0.0029858264606446028, 'disgust': 0.0018944446928799152, 'fear': 0.0021140992175787687}",others,"{'not ironic': 0.04215509817004204, 'ironic': 0.9578448534011841}",ironic
"While some people might be okay sharing exam stress with a friend, others might not be as comfortable opening up. It really depends on the individual and their relationships. I'd rate this statement a 3 - neutral, since people vary widely in what they're willing to share.","{'NEG': 0.062491126358509064, 'NEU': 0.9106718301773071, 'POS': 0.026837002485990524}",NEU,"{'others': 0.9713796973228455, 'joy': 0.01566101238131523, 'sadness': 0.0038031120784580708, 'anger': 0.0007172698969952762, 'surprise': 0.0029155646916478872, 'disgust': 0.00297825806774199, 'fear': 0.0025449851527810097}",others,"{'not ironic': 0.9552486538887024, 'ironic': 0.04475131258368492}",not ironic
"Sharing exam stress with a classmate can be a bit tricky, especially if you don't know them that well. On one hand, they might be able to offer some helpful advice or study tips, but on the other hand, you might worry about being judged or seen as vulnerable.","{'NEG': 0.5638090372085571, 'NEU': 0.42450228333473206, 'POS': 0.01168872881680727}",NEG,"{'others': 0.7142117619514465, 'joy': 0.032965704798698425, 'sadness': 0.007375925779342651, 'anger': 0.0018987292423844337, 'surprise': 0.006452842149883509, 'disgust': 0.003093222388997674, 'fear': 0.2340017706155777}",others,"{'not ironic': 0.9379183053970337, 'ironic': 0.062081750482320786}",not ironic
"Sharing exam stress with a classmate might not be the most suitable thing to do, since you don't necessarily know them well enough to trust them completely. But at the same time, it's not like you're sharing super personal info either. I'd rate this statement a 2 - somewhat agree, since it's a bit of a gray area.","{'NEG': 0.4752909243106842, 'NEU': 0.5163082480430603, 'POS': 0.008400834165513515}",NEU,"{'others': 0.9619850516319275, 'joy': 0.00619770772755146, 'sadness': 0.0041007986292243, 'anger': 0.0012176311574876308, 'surprise': 0.0021553963888436556, 'disgust': 0.01802622340619564, 'fear': 0.006317156367003918}",others,"{'not ironic': 0.9393927454948425, 'ironic': 0.06060722842812538}",not ironic
"With a classmate, it's harder to gauge how responsible they'll be with your info. You might hope they'll keep it confidential, but there's no guarantee they won't gossip or accidentally spill the beans. I'd rate this statement a 4 - mostly disagree, since trust is harder to establish with acquaintances.","{'NEG': 0.6265507936477661, 'NEU': 0.3621121942996979, 'POS': 0.01133696362376213}",NEG,"{'others': 0.9589520692825317, 'joy': 0.006078118458390236, 'sadness': 0.0061647011898458, 'anger': 0.0012681152438744903, 'surprise': 0.0023556044325232506, 'disgust': 0.01889682188630104, 'fear': 0.006284505594521761}",others,"{'not ironic': 0.9580820202827454, 'ironic': 0.04191794618964195}",not ironic
"I think sharing exam stress with a classmate because they offered support seems valid enough. They're trying to help, and that's a pretty genuine reason. I'd rate this statement a 1 - somewhat agree, since it's still a bit of a personal topic.","{'NEG': 0.0016979598440229893, 'NEU': 0.05097414180636406, 'POS': 0.9473279714584351}",POS,"{'others': 0.9689661264419556, 'joy': 0.01922106370329857, 'sadness': 0.0037249671295285225, 'anger': 0.0007737712585367262, 'surprise': 0.00223855534568429, 'disgust': 0.0025193537585437298, 'fear': 0.002556071849539876}",others,"{'not ironic': 0.8845120668411255, 'ironic': 0.11548790335655212}",not ironic
"Not everyone would be comfortable sharing exam stress with a classmate, since it's a pretty personal topic. I'd rate this statement a 4 - mostly disagree, since people vary widely in what they're willing to share with acquaintances.","{'NEG': 0.25249728560447693, 'NEU': 0.7323643565177917, 'POS': 0.01513841561973095}",NEU,"{'others': 0.9708800911903381, 'joy': 0.009821412153542042, 'sadness': 0.004966654349118471, 'anger': 0.0008498808019794524, 'surprise': 0.0022099094931036234, 'disgust': 0.008810311555862427, 'fear': 0.0024617763701826334}",others,"{'not ironic': 0.9483503103256226, 'ironic': 0.05164973810315132}",not ironic
"Sharing your future plans with a best friend seems pretty normal, especially if you're looking for emotional support. It shows you trust them enough to confide in them, and they can likely offer valuable advice or encouragement.","{'NEG': 0.0011563360458239913, 'NEU': 0.02915087714791298, 'POS': 0.9696928262710571}",POS,"{'others': 0.9653292894363403, 'joy': 0.021493421867489815, 'sadness': 0.0029373301658779383, 'anger': 0.0006833865190856159, 'surprise': 0.0023971286136657, 'disgust': 0.0027608717791736126, 'fear': 0.0043985978700220585}",others,"{'not ironic': 0.9338609576225281, 'ironic': 0.06613902747631073}",not ironic
"Sharing future plans with a best friend seems suitable enough, since they're supposed to be supportive and trustworthy. Future plans aren't typically super personal or sensitive info either. I'd rate this statement a 0 - strongly agree.","{'NEG': 0.13364048302173615, 'NEU': 0.6922744512557983, 'POS': 0.1740850955247879}",NEU,"{'others': 0.9717037677764893, 'joy': 0.01724367029964924, 'sadness': 0.0020786263048648834, 'anger': 0.0008061727276071906, 'surprise': 0.0021702491212636232, 'disgust': 0.002463769633322954, 'fear': 0.003533590817824006}",others,"{'not ironic': 0.9240447878837585, 'ironic': 0.07595516741275787}",not ironic
"Best friends are usually people you can rely on to keep your trust, so it's reasonable to expect they'll handle your info responsibly. I'd rate this statement a 0 - strongly agree, since that's what friends are for.","{'NEG': 0.013354948721826077, 'NEU': 0.14482936263084412, 'POS': 0.8418156504631042}",POS,"{'others': 0.9622078537940979, 'joy': 0.007602903991937637, 'sadness': 0.009507092647254467, 'anger': 0.0015036237891763449, 'surprise': 0.002181782852858305, 'disgust': 0.012948957271873951, 'fear': 0.00404773373156786}",others,"{'not ironic': 0.9145523309707642, 'ironic': 0.08544760197401047}",not ironic
"Sharing future plans with a best friend because you want their emotional support seems like a legit reason to me. Friends are meant to be supportive, and getting their input can be really helpful. I'd rate this statement a 0 - strongly agree.","{'NEG': 0.027578985318541527, 'NEU': 0.29717761278152466, 'POS': 0.6752433776855469}",POS,"{'others': 0.972159743309021, 'joy': 0.017366837710142136, 'sadness': 0.002190468367189169, 'anger': 0.0007360699237324297, 'surprise': 0.0020457578357309103, 'disgust': 0.002900080056861043, 'fear': 0.0026010298170149326}",others,"{'not ironic': 0.12625652551651, 'ironic': 0.8737434148788452}",ironic
"Most people probably wouldn't mind sharing their future plans with a best friend, since it's someone they trust. I'd rate this statement a 1 - somewhat agree, since it's a fairly normal thing to discuss with close friends.","{'NEG': 0.002442484488710761, 'NEU': 0.2566828429698944, 'POS': 0.7408746480941772}",POS,"{'others': 0.9742359519004822, 'joy': 0.007476288825273514, 'sadness': 0.002514232648536563, 'anger': 0.0007784051122143865, 'surprise': 0.0027844461146742105, 'disgust': 0.009258267469704151, 'fear': 0.002952508395537734}",others,"{'not ironic': 0.8119754791259766, 'ironic': 0.18802455067634583}",not ironic
"Sharing future plans with a friend seems okay, I guess. It depends on how close you are to that friend and how much you trust them. If it's someone you hang out with regularly, they might be able to offer some useful advice or just listen to you vent about any concerns you have.","{'NEG': 0.00245614699088037, 'NEU': 0.5279734134674072, 'POS': 0.46957042813301086}",NEU,"{'others': 0.9593843221664429, 'joy': 0.03049599938094616, 'sadness': 0.002106013707816601, 'anger': 0.000781284412369132, 'surprise': 0.0023907371796667576, 'disgust': 0.0019349425565451384, 'fear': 0.002906691050156951}",others,"{'not ironic': 0.9550846815109253, 'ironic': 0.04491528868675232}",not ironic
"Sharing future plans with a friend is relatively low-stakes info, so I'd rate this statement a 1 - somewhat agree. It's not super sensitive, but still slightly personal.","{'NEG': 0.0017685637576505542, 'NEU': 0.15250936150550842, 'POS': 0.8457221388816833}",POS,"{'others': 0.9773651957511902, 'joy': 0.011946073733270168, 'sadness': 0.001391028636135161, 'anger': 0.0009043809259310365, 'surprise': 0.002256532199680805, 'disgust': 0.003790038637816906, 'fear': 0.002346727531403303}",others,"{'not ironic': 0.9415772557258606, 'ironic': 0.05842277780175209}",not ironic
"This one depends on how well you know the friend. If they're a close buddy, I'd trust them more, but if it's just a casual acquaintance, not so much. I'd rate this statement a 3 - neutral, since it really varies depending on the friend.","{'NEG': 0.00639768224209547, 'NEU': 0.812833309173584, 'POS': 0.18076902627944946}",NEU,"{'others': 0.9765641689300537, 'joy': 0.011157365515828133, 'sadness': 0.0027375761419534683, 'anger': 0.0008742182981222868, 'surprise': 0.0028843097388744354, 'disgust': 0.0031843872275203466, 'fear': 0.0025979294441640377}",others,"{'not ironic': 0.9645739197731018, 'ironic': 0.03542603924870491}",not ironic
"The reason for sharing future plans with a friend makes sense, since you want their emotional support. However, it's not like you absolutely need to share this info with them. I'd rate this statement a 2 - somewhat agree, since it's partially valid but not entirely necessary.","{'NEG': 0.013615642674267292, 'NEU': 0.8766913414001465, 'POS': 0.1096930280327797}",NEU,"{'others': 0.9789547920227051, 'joy': 0.00855837669223547, 'sadness': 0.0018353973282501101, 'anger': 0.0008460369426757097, 'surprise': 0.0028263633139431477, 'disgust': 0.004035304766148329, 'fear': 0.0029437788762152195}",others,"{'not ironic': 0.84067702293396, 'ironic': 0.15932297706604004}",not ironic
"Some people might be comfortable sharing their future plans with a friend, but others might not. It really depends on how private they are and how much they trust their friends. I'd rate this statement a 3 - neutral, since people have different comfort levels when sharing personal info.","{'NEG': 0.009691928513348103, 'NEU': 0.9035853147506714, 'POS': 0.08672269433736801}",NEU,"{'others': 0.9741259813308716, 'joy': 0.008624056354165077, 'sadness': 0.004212412983179092, 'anger': 0.0008102605934254825, 'surprise': 0.0024092525709420443, 'disgust': 0.006178183015435934, 'fear': 0.003639837494120002}",others,"{'not ironic': 0.9538289308547974, 'ironic': 0.046171050518751144}",not ironic
"Sharing future plans with a classmate seems a bit more uncertain than sharing with a friend. Classmates can be acquaintances rather than close friends, so it depends on how well you know them and how comfortable you are discussing personal stuff.","{'NEG': 0.015592798590660095, 'NEU': 0.928652286529541, 'POS': 0.055754970759153366}",NEU,"{'others': 0.9683876037597656, 'joy': 0.01748580113053322, 'sadness': 0.002838432788848877, 'anger': 0.0008914339123293757, 'surprise': 0.0028180929366499186, 'disgust': 0.002112401882186532, 'fear': 0.00546628050506115}",others,"{'not ironic': 0.9467392563819885, 'ironic': 0.05326074734330177}",not ironic
"Sharing future plans with a classmate is a bit borderline, since it's personal info but not extremely sensitive. I'd rate this statement a 2 - somewhat agree, since it depends on how well you know the classmate.","{'NEG': 0.01681266352534294, 'NEU': 0.9351885914802551, 'POS': 0.04799875617027283}",NEU,"{'others': 0.9744948744773865, 'joy': 0.006611411459743977, 'sadness': 0.002378846053034067, 'anger': 0.0010570839513093233, 'surprise': 0.0020812638103961945, 'disgust': 0.010334094054996967, 'fear': 0.0030424410942941904}",others,"{'not ironic': 0.9351171851158142, 'ironic': 0.06488282233476639}",not ironic
"I'd rate this statement a 4 - disagree. If a classmate isn't that close, they might gossip or use the info for their own advantage, which wouldn't be cool.","{'NEG': 0.9276689887046814, 'NEU': 0.0695900171995163, 'POS': 0.0027410045731812716}",NEG,"{'others': 0.02732192352414131, 'joy': 0.0013884416548535228, 'sadness': 0.004136541858315468, 'anger': 0.004712135065346956, 'surprise': 0.0015288429567590356, 'disgust': 0.9579554796218872, 'fear': 0.002956726821139455}",disgust,"{'not ironic': 0.9387195110321045, 'ironic': 0.061280421912670135}",not ironic
"I'd rate this statement a 4 - somewhat disagree. Sharing personal plans with a classmate just for emotional support doesn't seem entirely necessary, especially if you're not that close.","{'NEG': 0.23686355352401733, 'NEU': 0.7340524196624756, 'POS': 0.029083989560604095}",NEU,"{'others': 0.8374307751655579, 'joy': 0.005844800733029842, 'sadness': 0.0043943594209849834, 'anger': 0.0022323126904666424, 'surprise': 0.00408539641648531, 'disgust': 0.14183495938777924, 'fear': 0.004177266266196966}",others,"{'not ironic': 0.9101641774177551, 'ironic': 0.08983588218688965}",not ironic
"I'd rate this statement a 5 - strongly disagree. Most people would likely be cautious about sharing personal plans with a classmate, since it's not someone they necessarily trust or consider a close friend.","{'NEG': 0.1723245233297348, 'NEU': 0.7701027989387512, 'POS': 0.057572636753320694}",NEU,"{'others': 0.9459134936332703, 'joy': 0.005261390469968319, 'sadness': 0.005126843694597483, 'anger': 0.0013610977912321687, 'surprise': 0.00264865905046463, 'disgust': 0.03402269259095192, 'fear': 0.005665802396833897}",others,"{'not ironic': 0.9499703645706177, 'ironic': 0.050029583275318146}",not ironic
"Being open about your sexual orientation with a close friend can be a relief, especially if you're worried about misunderstandings or hurtful comments. It's a personal decision, but sharing this info with someone trustworthy can really help clear the air.","{'NEG': 0.0031624992843717337, 'NEU': 0.10172813385725021, 'POS': 0.8951092958450317}",POS,"{'others': 0.9590352177619934, 'joy': 0.030262988060712814, 'sadness': 0.002105588326230645, 'anger': 0.0008073224453255534, 'surprise': 0.0026953949127346277, 'disgust': 0.001939492765814066, 'fear': 0.0031540680211037397}",others,"{'not ironic': 0.9506585001945496, 'ironic': 0.04934152588248253}",not ironic
"I'd rate this statement a 0 - strongly agree. Sharing your sexual orientation with someone you trust, especially to avoid misunderstandings, seems like a suitable reason. It's personal info, but it's better to be open with someone close rather than risk hurtful comments.","{'NEG': 0.07816075533628464, 'NEU': 0.8262102603912354, 'POS': 0.0956289991736412}",NEU,"{'others': 0.9744691848754883, 'joy': 0.00770673668012023, 'sadness': 0.004279417917132378, 'anger': 0.0009840853745117784, 'surprise': 0.001997516490519047, 'disgust': 0.005832679569721222, 'fear': 0.004730453249067068}",others,"{'not ironic': 0.9556298851966858, 'ironic': 0.044370103627443314}",not ironic
"I'd rate this statement a 1 - strongly agree. If you're sharing your sexual orientation with your best friend, they should definitely treat the information with care and respect, right?","{'NEG': 0.0020381691865622997, 'NEU': 0.12368247658014297, 'POS': 0.8742793202400208}",POS,"{'others': 0.9707459807395935, 'joy': 0.01583165116608143, 'sadness': 0.003962540999054909, 'anger': 0.0009801964042708278, 'surprise': 0.0021028153132647276, 'disgust': 0.0037261033430695534, 'fear': 0.00265071471221745}",others,"{'not ironic': 0.9442899227142334, 'ironic': 0.05571012571454048}",not ironic
"I'd rate this statement a 0 - strongly agree. Sharing your sexual orientation to avoid misunderstandings and hurtful comments makes total sense, especially with a trusted friend. It's a good reason to be open and honest.","{'NEG': 0.014591088518500328, 'NEU': 0.2259499430656433, 'POS': 0.7594588994979858}",POS,"{'others': 0.9735206961631775, 'joy': 0.012503601610660553, 'sadness': 0.0037712911143898964, 'anger': 0.0009496584534645081, 'surprise': 0.0018204182852059603, 'disgust': 0.004207636695355177, 'fear': 0.0032267284113913774}",others,"{'not ironic': 0.8805123567581177, 'ironic': 0.11948764324188232}",not ironic
"I'd rate this statement a 0 - strongly agree. If you're sharing something personal with someone you trust deeply, like a best friend, most people would feel comfortable doing so, knowing that friend will respect their boundaries and keep the info confidential.","{'NEG': 0.007905648089945316, 'NEU': 0.32114872336387634, 'POS': 0.6709456443786621}",POS,"{'others': 0.9679797291755676, 'joy': 0.012007742188870907, 'sadness': 0.0068174428306519985, 'anger': 0.0008797342889010906, 'surprise': 0.002138194628059864, 'disgust': 0.005094144027680159, 'fear': 0.0050830235704779625}",others,"{'not ironic': 0.9553198218345642, 'ironic': 0.044680155813694}",not ironic
"Sharing your sexual orientation with someone you care about can be a big relief, especially if you're worried about what they'll think or say. It shows trust in the friend and helps clear up any misunderstandings that might hurt your relationship.","{'NEG': 0.0017525163711979985, 'NEU': 0.03804061934351921, 'POS': 0.960206925868988}",POS,"{'others': 0.9359006881713867, 'joy': 0.045728620141744614, 'sadness': 0.003365388372913003, 'anger': 0.0008886074065230787, 'surprise': 0.0035714306868612766, 'disgust': 0.0016155079938471317, 'fear': 0.008929731324315071}",others,"{'not ironic': 0.9297793507575989, 'ironic': 0.07022067159414291}",not ironic
"I'd rate this statement a 0 - strongly agree. If someone wants to share their sexual orientation with a friend to avoid misunderstandings and hurtful comments, it's probably because they value that friendship and want to be open and honest. That seems like a reasonable reason to me.","{'NEG': 0.030801424756646156, 'NEU': 0.6008154153823853, 'POS': 0.36838310956954956}",NEU,"{'others': 0.9718592762947083, 'joy': 0.01332369726151228, 'sadness': 0.004473317414522171, 'anger': 0.0008174189715646207, 'surprise': 0.0020824929233640432, 'disgust': 0.0041552260518074036, 'fear': 0.0032885908149182796}",others,"{'not ironic': 0.9367454648017883, 'ironic': 0.06325457245111465}",not ironic
"I'd rate this statement a 2 - somewhere in the middle. I mean, it depends on the friend and whether they can handle sensitive stuff responsibly. But if it's a close friend, they usually earn your trust.","{'NEG': 0.0032268387731164694, 'NEU': 0.337416410446167, 'POS': 0.6593567132949829}",POS,"{'others': 0.9761022329330444, 'joy': 0.01141930092126131, 'sadness': 0.0027941518928855658, 'anger': 0.000920831982512027, 'surprise': 0.0025725793093442917, 'disgust': 0.0029165924061089754, 'fear': 0.0032743080519139767}",others,"{'not ironic': 0.9604772925376892, 'ironic': 0.03952266275882721}",not ironic
I'd rate this statement a 1 - agree. Sharing your sexual orientation with a friend to avoid hurtful comments and misunderstandings seems like a pretty valid reason to be open and honest with someone you care about.,"{'NEG': 0.003010874381288886, 'NEU': 0.1443321406841278, 'POS': 0.8526569604873657}",POS,"{'others': 0.9465176463127136, 'joy': 0.043306779116392136, 'sadness': 0.002276119776070118, 'anger': 0.0007994185434654355, 'surprise': 0.0025251058395951986, 'disgust': 0.0018647306133061647, 'fear': 0.0027101750019937754}",others,"{'not ironic': 0.7883267402648926, 'ironic': 0.21167325973510742}",not ironic
"I'd rate this statement a 2 - somewhat agree. While it ultimately depends on individual relationships, many people find comfort in sharing personal things with close friends, assuming they've built enough trust over time.","{'NEG': 0.0017490165773779154, 'NEU': 0.18199896812438965, 'POS': 0.8162519931793213}",POS,"{'others': 0.9668076634407043, 'joy': 0.010193943977355957, 'sadness': 0.009273423813283443, 'anger': 0.0008261214825324714, 'surprise': 0.002611331408843398, 'disgust': 0.0061876205727458, 'fear': 0.004100022837519646}",others,"{'not ironic': 0.9561794400215149, 'ironic': 0.043820571154356}",not ironic
"Being upfront about who you really are takes courage, but sometimes it's necessary to set things straight and avoid awkward situations or misunderstandings. Classmates should respect your boundaries either way.","{'NEG': 0.02119605988264084, 'NEU': 0.8766934275627136, 'POS': 0.10211048275232315}",NEU,"{'others': 0.9375059008598328, 'joy': 0.009823908098042011, 'sadness': 0.020537253469228745, 'anger': 0.001561351353302598, 'surprise': 0.002510485937818885, 'disgust': 0.011858836747705936, 'fear': 0.016202332451939583}",others,"{'not ironic': 0.957231879234314, 'ironic': 0.04276806116104126}",not ironic
"I'm gonna rate this one a 0 - strongly agree. Sharing your sexual orientation with a classmate might seem scary, but if you want to prevent rumors or uncomfortable conversations, it makes sense to come out clearly.","{'NEG': 0.11570755392313004, 'NEU': 0.7906369566917419, 'POS': 0.09365549683570862}",NEU,"{'others': 0.14098204672336578, 'joy': 0.007635454181581736, 'sadness': 0.00444175535812974, 'anger': 0.002432340057566762, 'surprise': 0.004142931662499905, 'disgust': 0.00375505443662405, 'fear': 0.8366104960441589}",fear,"{'not ironic': 0.9570108652114868, 'ironic': 0.042989179491996765}",not ironic
"I'd rate this one a 4 - strongly disagree. Classmates might not all have the best understanding or intentions, you know? It depends on the individual, and trust isn't always earned that easily.","{'NEG': 0.33016839623451233, 'NEU': 0.6241351962089539, 'POS': 0.04569638520479202}",NEU,"{'others': 0.9545261859893799, 'joy': 0.00621169013902545, 'sadness': 0.010751529596745968, 'anger': 0.0013796378625556827, 'surprise': 0.003079592250287533, 'disgust': 0.02085612341761589, 'fear': 0.0031952301505953074}",others,"{'not ironic': 0.9578136801719666, 'ironic': 0.04218634217977524}",not ironic
"I'd rate this one a 0 - strongly agree. Sharing sensitive info like sexual orientation to avoid misunderstandings or hurtful comments seems like a pretty solid reason, whether it's with a close friend or someone you just want to set straight.","{'NEG': 0.037230752408504486, 'NEU': 0.6713382601737976, 'POS': 0.2914310395717621}",NEU,"{'others': 0.9732531309127808, 'joy': 0.016999388113617897, 'sadness': 0.001654602587223053, 'anger': 0.0008143380982801318, 'surprise': 0.0020719876047223806, 'disgust': 0.0028415806591510773, 'fear': 0.0023649889044463634}",others,"{'not ironic': 0.9483218193054199, 'ironic': 0.05167822539806366}",not ironic
"I'd rate this one a 3 - somewhat disagree. Depending on the classmate and the dynamics, some people might feel uneasy sharing such personal info, especially if they're worried about gossip or judgment.","{'NEG': 0.12779968976974487, 'NEU': 0.8438969254493713, 'POS': 0.028303353115916252}",NEU,"{'others': 0.32226306200027466, 'joy': 0.0033734645694494247, 'sadness': 0.011444401927292347, 'anger': 0.005317032337188721, 'surprise': 0.003100837115198374, 'disgust': 0.6461390852928162, 'fear': 0.00836210697889328}",disgust,"{'not ironic': 0.9517778158187866, 'ironic': 0.04822222515940666}",not ironic
"Sharing your religious beliefs with your best friend can help clear up misunderstandings and avoid awkward situations. If they truly care, they'll respect your beliefs and keep things respectful. It's all about trust!","{'NEG': 0.0014554269146174192, 'NEU': 0.04580133408308029, 'POS': 0.9527431130409241}",POS,"{'others': 0.9496363401412964, 'joy': 0.0382104218006134, 'sadness': 0.0027667381800711155, 'anger': 0.0008835613261908293, 'surprise': 0.0023649365175515413, 'disgust': 0.0019407480722293258, 'fear': 0.004197211936116219}",others,"{'not ironic': 0.9503075480461121, 'ironic': 0.04969246685504913}",not ironic
"I'd rate this statement a 0 - strongly agree. Sharing your religious beliefs with someone you trust, like a best friend, seems reasonable to avoid misunderstandings and hurtful comments.","{'NEG': 0.08525363355875015, 'NEU': 0.8235716223716736, 'POS': 0.09117477387189865}",NEU,"{'others': 0.9733409881591797, 'joy': 0.006783887278288603, 'sadness': 0.0038417652249336243, 'anger': 0.0011451870668679476, 'surprise': 0.001822293153963983, 'disgust': 0.00995158962905407, 'fear': 0.0031142879743129015}",others,"{'not ironic': 0.9458206295967102, 'ironic': 0.05417942255735397}",not ironic
"I'd rate this statement a 1 - agree. Since it's your best friend, you likely already trust them with sensitive stuff, and sharing your religious beliefs should be no exception. They'll probably handle it responsibly and respectfully.","{'NEG': 0.0033489984925836325, 'NEU': 0.22901208698749542, 'POS': 0.7676389217376709}",POS,"{'others': 0.9511386156082153, 'joy': 0.007052434608340263, 'sadness': 0.00939148385077715, 'anger': 0.0015416644746437669, 'surprise': 0.0017673805123195052, 'disgust': 0.023262815549969673, 'fear': 0.0058457255363464355}",others,"{'not ironic': 0.9544283151626587, 'ironic': 0.045571669936180115}",not ironic
"I'd rate this statement a 0 - strongly agree. Sharing your religious beliefs to avoid misunderstandings and hurtful comments seems like a solid reason, especially since it's coming from a place of wanting to maintain a good relationship with your best friend.","{'NEG': 0.038400083780288696, 'NEU': 0.6202136874198914, 'POS': 0.34138622879981995}",NEU,"{'others': 0.9732328057289124, 'joy': 0.01571444422006607, 'sadness': 0.0024309318978339434, 'anger': 0.0008826109115034342, 'surprise': 0.0017701956676319242, 'disgust': 0.00310995033942163, 'fear': 0.0028590005822479725}",others,"{'not ironic': 0.4959297776222229, 'ironic': 0.5040701627731323}",ironic
"I'd rate this statement a 0 - strongly agree. When sharing personal info with someone close like a best friend, most people feel relatively safe because they trust them to handle things sensitively.","{'NEG': 0.01722145453095436, 'NEU': 0.48489946126937866, 'POS': 0.4978790581226349}",POS,"{'others': 0.9708387851715088, 'joy': 0.009326220490038395, 'sadness': 0.006469224113970995, 'anger': 0.0011120999697595835, 'surprise': 0.002002487424761057, 'disgust': 0.005597736686468124, 'fear': 0.004653421230614185}",others,"{'not ironic': 0.9529049396514893, 'ironic': 0.04709506034851074}",not ironic
"Sharing your religious beliefs to prevent misunderstandings is smart. It helps clear the air and shows you're open. If the friend respects you, they'll appreciate your honesty and keep things respectful.","{'NEG': 0.0018546652281656861, 'NEU': 0.0632776990532875, 'POS': 0.9348675608634949}",POS,"{'others': 0.915595293045044, 'joy': 0.07112903147935867, 'sadness': 0.00384856597520411, 'anger': 0.0009451205842196941, 'surprise': 0.002254260005429387, 'disgust': 0.0017798591870814562, 'fear': 0.0044479575008153915}",others,"{'not ironic': 0.9351160526275635, 'ironic': 0.06488394737243652}",not ironic
"I'd rate this statement a 0 - strongly agree. Religious beliefs can affect many aspects of someone's life, sharing them might prevent misunderstandings down the line, especially between friends who value mutual respect.","{'NEG': 0.09773363918066025, 'NEU': 0.8324671387672424, 'POS': 0.0697992593050003}",NEU,"{'others': 0.947706937789917, 'joy': 0.005579035263508558, 'sadness': 0.009076816029846668, 'anger': 0.0017726062797009945, 'surprise': 0.0018281197408214211, 'disgust': 0.02729111723601818, 'fear': 0.006745282560586929}",others,"{'not ironic': 0.956139326095581, 'ironic': 0.04386065900325775}",not ironic
"I'd rate this statement a 2 - somewhat agree. With friends, there's usually some level of trust established, so sharing something like religious beliefs shouldn't be too out of bounds, but it still depends on how solid the friendship is.","{'NEG': 0.0026024370454251766, 'NEU': 0.2998265027999878, 'POS': 0.6975710988044739}",POS,"{'others': 0.9701763987541199, 'joy': 0.0075198691338300705, 'sadness': 0.007060195319354534, 'anger': 0.0010370251256972551, 'surprise': 0.002600892446935177, 'disgust': 0.007414476480334997, 'fear': 0.00419109920039773}",others,"{'not ironic': 0.9629939198493958, 'ironic': 0.037006136029958725}",not ironic
